	Gene	Organism
0	secB	Acidiphilium_cryptum
1	prfA	Acidiphilium_cryptum
5	prfB	Acidiphilium_cryptum
9	greA	Acidiphilium_cryptum
10	atpH	Acidiphilium_cryptum
14	efp	Acidiphilium_cryptum
21	groL	Acidiphilium_cryptum
29	eno	Acidiphilium_cryptum
31	tolB	Acidiphilium_cryptum
40	metK	Acidiphilium_cryptum
50	rplL	Acidiphilium_cryptum
57	ndk	Acidiphilium_cryptum
58	rplK	Acidiphilium_cryptum
80	groS	Acidiphilium_cryptum
85	rpsT	Acidiphilium_cryptum
109	tig	Acidiphilium_cryptum
114	pdxS	Acidiphilium_cryptum
122	fusA	Acidiphilium_cryptum
124	grpE	Acidiphilium_cryptum
129	pnp	Acidiphilium_cryptum
160	acpP	Acidiphilium_cryptum
163	tuf	Acidiphilium_cryptum
170	tsf	Acidiphilium_cryptum
200	rplJ	Acidiphilium_cryptum
216	atpD	Acidiphilium_cryptum
243	rpsS	Acidiphilium_cryptum
257	mdh	Acidiphilium_cryptum
294	zwf	Acidiphilium_cryptum
295	ribH	Acidiphilium_cryptum
329	ppa	Acidiphilium_cryptum
368	tatA	Acidiphilium_cryptum
377	rpoC	Acidiphilium_cryptum
380	rne	Acidiphilium_cryptum
382	rplO	Acidiphilium_cryptum
391	rplX	Acidiphilium_cryptum
414	frr	Acidiphilium_cryptum
435	rplC	Acidiphilium_cryptum
467	dnaK	Acidiphilium_cryptum
548	acsA	Acidiphilium_cryptum
593	atpA	Acidiphilium_cryptum
732	pdhA	Acidiphilium_cryptum
744	ilvE	Acidiphilium_cryptum
835	trpS	Acidiphilium_cryptum
860	nusA	Acidiphilium_cryptum
863	katG	Acidiphilium_cryptum
911	sucC	Acidiphilium_cryptum
1014	rpmG	Acidiphilium_cryptum
1085	asd	Acidiphilium_cryptum
1130	rpoZ	Acidiphilium_cryptum
1241	ilvC	Acidiphilium_cryptum
1257	rpsG	Acidiphilium_cryptum
1329	rpsQ	Bacillus_subtilis
1340	rplK	Bacillus_subtilis
1341	prfB	Bacillus_subtilis
1344	rpsB	Bacillus_subtilis
1349	pdhA	Bacillus_subtilis
1352	gatB	Bacillus_subtilis
1354	atpG	Bacillus_subtilis
1356	rplL	Bacillus_subtilis
1358	der	Bacillus_subtilis
1361	lysS	Bacillus_subtilis
1362	rplU	Bacillus_subtilis
1364	metK	Bacillus_subtilis
1366	sucC	Bacillus_subtilis
1367	gyrA	Bacillus_subtilis
1368	accA	Bacillus_subtilis
1374	zwf	Bacillus_subtilis
1377	atpF	Bacillus_subtilis
1380	rpsC	Bacillus_subtilis
1382	tsf	Bacillus_subtilis
1383	tuf	Bacillus_subtilis
1389	atpA	Bacillus_subtilis
1390	groS	Bacillus_subtilis
1391	ndk	Bacillus_subtilis
1394	pckA	Bacillus_subtilis
1400	rpsP	Bacillus_subtilis
1406	pgk	Bacillus_subtilis
1414	groL	Bacillus_subtilis
1428	eno	Bacillus_subtilis
1436	dnaK	Bacillus_subtilis
1443	fusA	Bacillus_subtilis
1452	tig	Bacillus_subtilis
1455	atpD	Bacillus_subtilis
1456	rplC	Bacillus_subtilis
1467	aroA	Bacillus_subtilis
1468	kbl	Bacillus_subtilis
1473	rplJ	Bacillus_subtilis
1474	rplB	Bacillus_subtilis
1480	ahpC	Bacillus_subtilis
1481	rpsG	Bacillus_subtilis
1488	rplE	Bacillus_subtilis
1490	tpiA	Bacillus_subtilis
1499	menB	Bacillus_subtilis
1506	pfkA	Bacillus_subtilis
1509	dnaN	Bacillus_subtilis
1512	ftsZ	Bacillus_subtilis
1516	sucD	Bacillus_subtilis
1517	rpsH	Bacillus_subtilis
1520	pta	Bacillus_subtilis
1535	glyS	Bacillus_subtilis
1540	argS	Bacillus_subtilis
1572	atpC	Bacillus_subtilis
1577	mdh	Bacillus_subtilis
1599	gcvH	Bacillus_subtilis
1603	tpx	Bacillus_subtilis
1620	pgi	Bacillus_subtilis
1623	serS	Bacillus_subtilis
1630	fumC	Bacillus_subtilis
1637	tal	Bacillus_subtilis
1649	rpoA	Bacillus_subtilis
1651	rpsE	Bacillus_subtilis
1654	gltX	Bacillus_subtilis
1663	greA	Bacillus_subtilis
1666	thrC	Bacillus_subtilis
1678	ftsY	Bacillus_subtilis
1691	rplD	Bacillus_subtilis
1715	alaS	Bacillus_subtilis
1719	purM	Bacillus_subtilis
1736	clpP	Bacillus_subtilis
1752	gpmI	Bacillus_subtilis
1787	rplQ	Bacillus_subtilis
1803	glnA	Bacillus_subtilis
1807	rpsD	Bacillus_subtilis
1813	rpoB	Bacillus_subtilis
1820	dapA	Bacillus_subtilis
1829	prfA	Bacillus_subtilis
1831	etfB	Bacillus_subtilis
1848	hemE	Bacillus_subtilis
1856	infB	Bacillus_subtilis
1861	rplO	Bacillus_subtilis
1874	rplT	Bacillus_subtilis
1880	gyrB	Bacillus_subtilis
1886	gatC	Bacillus_subtilis
1895	rplA	Bacillus_subtilis
1904	ileS	Bacillus_subtilis
1909	pdxS	Bacillus_subtilis
1916	ftsH	Bacillus_subtilis
1970	pyrG	Bacillus_subtilis
1975	etfA	Bacillus_subtilis
1983	ispG	Bacillus_subtilis
1993	glyA	Bacillus_subtilis
1996	pheT	Bacillus_subtilis
2009	prs	Bacillus_subtilis
2033	rpsT	Bacillus_subtilis
2069	guaB	Bacillus_subtilis
2082	cysK	Bacillus_subtilis
2182	rplR	Bacillus_subtilis
2231	murE	Bacillus_subtilis
2257	guaA	Bacillus_subtilis
2313	adk	Bacillus_subtilis
2331	rplF	Bacillus_subtilis
2369	htpG	Bacillus_subtilis
2426	infA	Bacillus_subtilis
2440	glmS	Bacillus_subtilis
2442	rpoC	Bacillus_subtilis
2450	rpsO	Bacillus_subtilis
2629	ychF	Bacillus_subtilis
2710	rpsL	Bacillus_subtilis
2728	rplX	Bacillus_subtilis
2737	rpmD	Bacillus_subtilis
2837	rpsJ	Bacillus_subtilis
2853	infC	Bacillus_subtilis
2855	mreB	Bacillus_subtilis
3005	acsA	Bacillus_subtilis
3024	accB	Bacillus_subtilis
3212	frr	Bacillus_subtilis
3274	ackA	Bacillus_subtilis
3305	upp	Bacillus_subtilis
3317	atpH	Bacillus_subtilis
3378	valS	Bacillus_subtilis
3431	pdhA	Cellulophaga_baltica
3434	groEL	Cellulophaga_baltica
3435	prfB	Cellulophaga_baltica
3436	atpF	Cellulophaga_baltica
3438	rpsE	Cellulophaga_baltica
3442	dnaK	Cellulophaga_baltica
3446	fusA	Cellulophaga_baltica
3448	rplB	Cellulophaga_baltica
3450	rplQ	Cellulophaga_baltica
3454	rpsB	Cellulophaga_baltica
3455	rpsK	Cellulophaga_baltica
3456	sucD	Cellulophaga_baltica
3457	infB	Cellulophaga_baltica
3459	rplX	Cellulophaga_baltica
3460	rpsM	Cellulophaga_baltica
3465	rpsP	Cellulophaga_baltica
3466	clpP	Cellulophaga_baltica
3470	rplU	Cellulophaga_baltica
3476	dxs	Cellulophaga_baltica
3487	rplL	Cellulophaga_baltica
3491	argH	Cellulophaga_baltica
3494	rpsH	Cellulophaga_baltica
3495	rpsT	Cellulophaga_baltica
3505	rpsQ	Cellulophaga_baltica
3506	rplC	Cellulophaga_baltica
3508	rplI	Cellulophaga_baltica
3509	rpsD	Cellulophaga_baltica
3512	tuf	Cellulophaga_baltica
3524	rplD	Cellulophaga_baltica
3540	purA	Cellulophaga_baltica
3541	rplM	Cellulophaga_baltica
3544	rplO	Cellulophaga_baltica
3555	rplK	Cellulophaga_baltica
3556	rplF	Cellulophaga_baltica
3558	infA	Cellulophaga_baltica
3559	rplA	Cellulophaga_baltica
3562	eno	Cellulophaga_baltica
3568	fumC	Cellulophaga_baltica
3569	mdh	Cellulophaga_baltica
3571	rpsI	Cellulophaga_baltica
3573	ddl	Cellulophaga_baltica
3584	atpG	Cellulophaga_baltica
3589	ffh	Cellulophaga_baltica
3601	sucC	Cellulophaga_baltica
3613	rplY	Cellulophaga_baltica
3615	groS	Cellulophaga_baltica
3620	rpmF	Cellulophaga_baltica
3626	atpA	Cellulophaga_baltica
3629	pckA	Cellulophaga_baltica
3631	recA	Cellulophaga_baltica
3632	rpmD	Cellulophaga_baltica
3650	nusA	Cellulophaga_baltica
3652	rpoA	Cellulophaga_baltica
3653	rpsJ	Cellulophaga_baltica
3666	rpsC	Cellulophaga_baltica
3686	rpoB	Cellulophaga_baltica
3711	rpsS	Cellulophaga_baltica
3728	rplE	Cellulophaga_baltica
3738	fabH	Cellulophaga_baltica
3747	ndk	Cellulophaga_baltica
3757	pnp	Cellulophaga_baltica
3759	lepA	Cellulophaga_baltica
3764	rplJ	Cellulophaga_baltica
3773	clpB	Cellulophaga_baltica
3808	tsf	Cellulophaga_baltica
3821	gyrA	Cellulophaga_baltica
3823	atpD	Cellulophaga_baltica
3853	tpiA	Cellulophaga_baltica
3858	ahcY	Cellulophaga_baltica
3862	serC	Cellulophaga_baltica
3867	glyA	Cellulophaga_baltica
3871	rpsG	Cellulophaga_baltica
3880	secA	Cellulophaga_baltica
3883	rplV	Cellulophaga_baltica
3909	aspS	Cellulophaga_baltica
3923	rpsR	Cellulophaga_baltica
3939	purL	Cellulophaga_baltica
3940	atpH	Cellulophaga_baltica
3943	pgl	Cellulophaga_baltica
3948	rpsF	Cellulophaga_baltica
3952	tal	Cellulophaga_baltica
3957	gcvP	Cellulophaga_baltica
3966	grpE	Cellulophaga_baltica
3971	proS	Cellulophaga_baltica
3977	pgk	Cellulophaga_baltica
3996	pgi	Cellulophaga_baltica
4002	metG	Cellulophaga_baltica
4017	alaS	Cellulophaga_baltica
4020	frr	Cellulophaga_baltica
4065	pheS	Cellulophaga_baltica
4076	gltA	Cellulophaga_baltica
4143	rplW	Cellulophaga_baltica
4197	rpsL	Cellulophaga_baltica
4201	accD	Cellulophaga_baltica
4272	rplN	Cellulophaga_baltica
4281	ftsZ	Cellulophaga_baltica
4286	rplS	Cellulophaga_baltica
4289	rpoC	Cellulophaga_baltica
4335	gyrB	Cellulophaga_baltica
4338	pfkA	Cellulophaga_baltica
4442	rpmC	Cellulophaga_baltica
4544	rplR	Cellulophaga_baltica
4561	ileS	Cellulophaga_baltica
4613	ftsH	Cellulophaga_baltica
4738	purH	Cellulophaga_baltica
4746	topA	Cellulophaga_baltica
4748	prfC	Cellulophaga_baltica
4770	ychF	Cellulophaga_baltica
4778	thrS	Cellulophaga_baltica
4791	aroC	Cellulophaga_baltica
4812	purD	Cellulophaga_baltica
4817	rho	Cellulophaga_baltica
4914	dapB	Cellulophaga_baltica
4931	zwf	Cellulophaga_baltica
4943	dnaJ	Cellulophaga_baltica
5049	guaB	Cellulophaga_baltica
5106	pyrG	Cellulophaga_baltica
5317	nusG	Cellulophaga_baltica
5545	rplP	Cellulophaga_baltica
5551	guaA	Cellulophaga_baltica
5674	yidC	Cellulophaga_baltica
5860	aroA	Cellulophaga_baltica
5908	tyrS	Cellulophaga_baltica
6026	glmS	Cellulophaga_baltica
6113	rpsN	Cellulophaga_baltica
6360	ackA	Cellulophaga_baltica
6437	gpmI	Cellulophaga_baltica
6634	asd	Cellulophaga_baltica
6710	argS	Cellulophaga_baltica
6888	kbl	Cellulophaga_baltica
7383	lysS	Cellulophaga_baltica
7508	folD	Cellulophaga_baltica
7873	ettA	Cellulophaga_baltica
8176	rpsO	Cellulophaga_baltica
8493	gatB	Cellvibrio_gilvus
8497	rpsB	Cellvibrio_gilvus
8500	rplK	Cellvibrio_gilvus
8513	rplC	Cellvibrio_gilvus
8520	leuS	Cellvibrio_gilvus
8522	rpsS	Cellvibrio_gilvus
8526	gltX	Cellvibrio_gilvus
8529	rpsT	Cellvibrio_gilvus
8534	pdxS	Cellvibrio_gilvus
8537	rplO	Cellvibrio_gilvus
8539	rplE	Cellvibrio_gilvus
8540	metK	Cellvibrio_gilvus
8543	rplM	Cellvibrio_gilvus
8545	prfB	Cellvibrio_gilvus
8550	tsf	Cellvibrio_gilvus
8553	ettA	Cellvibrio_gilvus
8556	rpsJ	Cellvibrio_gilvus
8558	rpoB	Cellvibrio_gilvus
8559	rplL	Cellvibrio_gilvus
8561	tuf	Cellvibrio_gilvus
8562	greA	Cellvibrio_gilvus
8563	rpsD	Cellvibrio_gilvus
8564	grpE	Cellvibrio_gilvus
8565	groL	Cellvibrio_gilvus
8566	atpA	Cellvibrio_gilvus
8579	sucD	Cellvibrio_gilvus
8592	fusA	Cellvibrio_gilvus
8593	rpsP	Cellvibrio_gilvus
8595	gcvP	Cellvibrio_gilvus
8596	dapA	Cellvibrio_gilvus
8598	rpsK	Cellvibrio_gilvus
8606	tig	Cellvibrio_gilvus
8611	rplD	Cellvibrio_gilvus
8617	purA	Cellvibrio_gilvus
8624	ppa	Cellvibrio_gilvus
8629	proA	Cellvibrio_gilvus
8641	tpiA	Cellvibrio_gilvus
8648	proS	Cellvibrio_gilvus
8660	ackA	Cellvibrio_gilvus
8661	rpoC	Cellvibrio_gilvus
8670	gyrA	Cellvibrio_gilvus
8671	atpD	Cellvibrio_gilvus
8678	rplT	Cellvibrio_gilvus
8681	rplA	Cellvibrio_gilvus
8682	rpsE	Cellvibrio_gilvus
8684	rpmD	Cellvibrio_gilvus
8687	rpsI	Cellvibrio_gilvus
8689	dnaK	Cellvibrio_gilvus
8690	rpsC	Cellvibrio_gilvus
8693	rplQ	Cellvibrio_gilvus
8696	sucC	Cellvibrio_gilvus
8713	rplJ	Cellvibrio_gilvus
8714	pnp	Cellvibrio_gilvus
8721	glpK	Cellvibrio_gilvus
8723	rplV	Cellvibrio_gilvus
8727	ffh	Cellvibrio_gilvus
8743	rpsG	Cellvibrio_gilvus
8789	rpsH	Cellvibrio_gilvus
8792	rplX	Cellvibrio_gilvus
8795	topA	Cellvibrio_gilvus
8799	eno	Cellvibrio_gilvus
8826	rpmF	Cellvibrio_gilvus
8828	rplB	Cellvibrio_gilvus
8831	ilvC	Cellvibrio_gilvus
8833	groS	Cellvibrio_gilvus
8842	ychF	Cellvibrio_gilvus
8844	frr	Cellvibrio_gilvus
8848	pgk	Cellvibrio_gilvus
8857	lysS	Cellvibrio_gilvus
8862	prs	Cellvibrio_gilvus
8870	rplF	Cellvibrio_gilvus
8881	adk	Cellvibrio_gilvus
8893	der	Cellvibrio_gilvus
8899	rpsF	Cellvibrio_gilvus
8926	fumC	Cellvibrio_gilvus
8935	rpsM	Cellvibrio_gilvus
8945	rpoA	Cellvibrio_gilvus
8947	acpP	Cellvibrio_gilvus
8987	rpsO	Cellvibrio_gilvus
8995	gcvT	Cellvibrio_gilvus
9031	rpmC	Cellvibrio_gilvus
9064	ftsZ	Cellvibrio_gilvus
9083	rpoZ	Cellvibrio_gilvus
9087	ispG	Cellvibrio_gilvus
9103	guaA	Cellvibrio_gilvus
9109	rpsQ	Cellvibrio_gilvus
9176	murA	Cellvibrio_gilvus
9196	polA	Cellvibrio_gilvus
9207	uvrA	Cellvibrio_gilvus
9216	rplR	Cellvibrio_gilvus
9234	rplU	Cellvibrio_gilvus
9254	valS	Cellvibrio_gilvus
9261	nusG	Cellvibrio_gilvus
9275	nuoD	Cellvibrio_gilvus
9292	infB	Cellvibrio_gilvus
9320	rsfS	Cellvibrio_gilvus
9328	secA	Cellvibrio_gilvus
9339	alaS	Cellvibrio_gilvus
9358	panB	Cellvibrio_gilvus
9383	rho	Cellvibrio_gilvus
9422	glmU	Cellvibrio_gilvus
9441	ALB	Cellvibrio_gilvus
9453	tal	Cellvibrio_gilvus
9694	pgi	Cellvibrio_gilvus
9698	rplI	Cellvibrio_gilvus
9768	aspS	Cellvibrio_gilvus
9808	rplS	Cellvibrio_gilvus
9872	argS	Cellvibrio_gilvus
9913	guaB	Cellvibrio_gilvus
9914	leuA	Cellvibrio_gilvus
10013	thrS	Cellvibrio_gilvus
10172	atpG	Cellvibrio_gilvus
10176	gatC	Cellvibrio_gilvus
10363	trpS	Cellvibrio_gilvus
10411	gyrB	Cellvibrio_gilvus
10449	nadE	Cellvibrio_gilvus
10627	purL	Cellvibrio_gilvus
10746	rpe	Cellvibrio_gilvus
10747	trpB	Cellvibrio_gilvus
10831	ileS	Cellvibrio_gilvus
10902	recA	Cellvibrio_gilvus
11029	dnaJ	Chryseobacterium_indologenes
11033	rpsL	Chryseobacterium_indologenes
11034	rplX	Chryseobacterium_indologenes
11038	prfA	Chryseobacterium_indologenes
11040	metK	Chryseobacterium_indologenes
11043	rpmB	Chryseobacterium_indologenes
11065	mdh	Chryseobacterium_indologenes
11067	gcvT	Chryseobacterium_indologenes
11070	rpsA	Chryseobacterium_indologenes
11074	rpoA	Chryseobacterium_indologenes
11078	mreB	Chryseobacterium_indologenes
11084	recA	Chryseobacterium_indologenes
11086	groL	Chryseobacterium_indologenes
11089	htpG	Chryseobacterium_indologenes
11090	rplF	Chryseobacterium_indologenes
11091	rpsB	Chryseobacterium_indologenes
11096	dnaK	Chryseobacterium_indologenes
11100	rpsF	Chryseobacterium_indologenes
11116	rplR	Chryseobacterium_indologenes
11124	tuf	Chryseobacterium_indologenes
11134	tig	Chryseobacterium_indologenes
11140	accA	Chryseobacterium_indologenes
11141	groS	Chryseobacterium_indologenes
11146	rplL	Chryseobacterium_indologenes
11159	prfB	Chryseobacterium_indologenes
11163	rpsT	Chryseobacterium_indologenes
11171	menB	Chryseobacterium_indologenes
11172	dnaN	Chryseobacterium_indologenes
11177	rplB	Chryseobacterium_indologenes
11179	katG	Chryseobacterium_indologenes
11185	rpoC	Chryseobacterium_indologenes
11193	tsf	Chryseobacterium_indologenes
11204	sucD	Chryseobacterium_indologenes
11208	fusA	Chryseobacterium_indologenes
11209	rpsG	Chryseobacterium_indologenes
11213	etfB	Chryseobacterium_indologenes
11215	rpsD	Chryseobacterium_indologenes
11222	rpsH	Chryseobacterium_indologenes
11225	zwf	Chryseobacterium_indologenes
11227	carA	Chryseobacterium_indologenes
11232	purD	Chryseobacterium_indologenes
11257	rplE	Chryseobacterium_indologenes
11282	rpsE	Chryseobacterium_indologenes
11288	rplM	Chryseobacterium_indologenes
11291	ftsZ	Chryseobacterium_indologenes
11316	rpsP	Chryseobacterium_indologenes
11331	rplI	Chryseobacterium_indologenes
11335	pnp	Chryseobacterium_indologenes
11341	rpmF	Chryseobacterium_indologenes
11344	rplO	Chryseobacterium_indologenes
11351	rplC	Chryseobacterium_indologenes
11363	topA	Chryseobacterium_indologenes
11367	asd	Chryseobacterium_indologenes
11368	gpmI	Chryseobacterium_indologenes
11369	rpsI	Chryseobacterium_indologenes
11372	rplT	Chryseobacterium_indologenes
11377	etfA	Chryseobacterium_indologenes
11385	pgl	Chryseobacterium_indologenes
11390	guaB	Chryseobacterium_indologenes
11397	infC	Chryseobacterium_indologenes
11404	pckA	Chryseobacterium_indologenes
11408	pheT	Chryseobacterium_indologenes
11417	hisS	Chryseobacterium_indologenes
11425	gcvP	Chryseobacterium_indologenes
11447	rplK	Chryseobacterium_indologenes
11449	rplU	Chryseobacterium_indologenes
11450	rplW	Chryseobacterium_indologenes
11463	gap	Chryseobacterium_indologenes
11467	secA	Chryseobacterium_indologenes
11478	ndk	Chryseobacterium_indologenes
11486	accB	Chryseobacterium_indologenes
11491	rpsC	Chryseobacterium_indologenes
11494	alaS	Chryseobacterium_indologenes
11498	greA	Chryseobacterium_indologenes
11504	der	Chryseobacterium_indologenes
11515	rfbA	Chryseobacterium_indologenes
11528	rpsJ	Chryseobacterium_indologenes
11550	rpoB	Chryseobacterium_indologenes
11560	purM	Chryseobacterium_indologenes
11566	glpK	Chryseobacterium_indologenes
11570	sucC	Chryseobacterium_indologenes
11574	guaA	Chryseobacterium_indologenes
11609	typA	Chryseobacterium_indologenes
11620	gyrB	Chryseobacterium_indologenes
11627	murD	Chryseobacterium_indologenes
11634	pgi	Chryseobacterium_indologenes
11635	pfkA	Chryseobacterium_indologenes
11672	clpP	Chryseobacterium_indologenes
11673	rplY	Chryseobacterium_indologenes
11698	rplA	Chryseobacterium_indologenes
11700	rplD	Chryseobacterium_indologenes
11703	grpE	Chryseobacterium_indologenes
11737	thrS	Chryseobacterium_indologenes
11746	argS	Chryseobacterium_indologenes
11754	gyrA	Chryseobacterium_indologenes
11758	rplJ	Chryseobacterium_indologenes
11785	nusA	Chryseobacterium_indologenes
11786	rpmA	Chryseobacterium_indologenes
11835	ahcY	Chryseobacterium_indologenes
11842	leuS	Chryseobacterium_indologenes
11851	purA	Chryseobacterium_indologenes
11853	atpD	Chryseobacterium_indologenes
11865	yidC	Chryseobacterium_indologenes
11879	purH	Chryseobacterium_indologenes
11884	kbl	Chryseobacterium_indologenes
11890	infA	Chryseobacterium_indologenes
11894	rpmC	Chryseobacterium_indologenes
11949	serS	Chryseobacterium_indologenes
11958	folD	Chryseobacterium_indologenes
11985	serC	Chryseobacterium_indologenes
12012	ileS	Chryseobacterium_indologenes
12028	nadE	Chryseobacterium_indologenes
12038	pgk	Chryseobacterium_indologenes
12063	glyA	Chryseobacterium_indologenes
12131	tal	Chryseobacterium_indologenes
12159	lysS	Chryseobacterium_indologenes
12167	metG	Chryseobacterium_indologenes
12185	murE	Chryseobacterium_indologenes
12248	atpA	Chryseobacterium_indologenes
12285	prs	Chryseobacterium_indologenes
12286	pyrE	Chryseobacterium_indologenes
12307	atpH	Chryseobacterium_indologenes
12348	tpx	Chryseobacterium_indologenes
12371	upp	Chryseobacterium_indologenes
12446	nusG	Chryseobacterium_indologenes
12451	rpsS	Chryseobacterium_indologenes
12456	rpmD	Chryseobacterium_indologenes
12488	murF	Chryseobacterium_indologenes
12535	rpsR	Chryseobacterium_indologenes
12539	tpiA	Chryseobacterium_indologenes
12545	rplQ	Chryseobacterium_indologenes
12546	gltX	Chryseobacterium_indologenes
12555	valS	Chryseobacterium_indologenes
12577	glmS	Chryseobacterium_indologenes
12592	accD	Chryseobacterium_indologenes
12640	coaBC	Chryseobacterium_indologenes
12642	frr	Chryseobacterium_indologenes
12653	pheS	Chryseobacterium_indologenes
12664	prfC	Chryseobacterium_indologenes
12674	atpG	Chryseobacterium_indologenes
12721	fumC	Chryseobacterium_indologenes
12730	nusB	Chryseobacterium_indologenes
12799	atpF	Chryseobacterium_indologenes
12803	hemE	Chryseobacterium_indologenes
12878	purC	Chryseobacterium_indologenes
12909	aroC	Chryseobacterium_indologenes
12913	dxs	Chryseobacterium_indologenes
13026	rnr	Chryseobacterium_indologenes
13087	infB	Chryseobacterium_indologenes
13150	pdxH	Chryseobacterium_indologenes
13167	polA	Chryseobacterium_indologenes
